,transform_text,Class
1514,how champ leav glasgow,0
1515,k best congrat,0
1516,wonder get text,0
1517,need come home give good lovin,0
1518,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist,1
1519,shall ask one thing dont mistak,0
1520,check wid corect spele sarcasm,0
1521,urgent mobil award bonu caller prize 2nd attempt contact call box95qu bt nation rate,1
1522,angri happen dear,0
1523,thk u dun haf 2 hint e forum alreadi lor co told ron n darren go 2 tell shuhui,0
1524,yup ok thanx,0
1525,hi ct employe,0
1526,pl pl find aunt nike,0
1527,wow love sooo much know bare stand wonder day goe well love think miss,0
1528,scream mean shout,0
1529,hey happen de alright,0
1530,pick receipt someth earlier,0
1531,think chennai well settl,0
1532,oh dang mean send lol,0
1533,unfortun found pick sister airport even think go tri go one th,0
1534,horribl bf v hungri,0
1535,rememb day,0
1536,nokia 7250i get win free auction take part send nokia 86021,1
1537,feel real valentin yo valentin even tho u hardli play,0
1538,sound good finger make difficult type,0
1539,midnight earliest,0
1540,sure tri make xavier smoke want smoke told smoke much,0
1541,k come nordstrom done,0
1542,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleep sweet dream,0
1543,press confer da,0
1544,hello orang 1 month free access game news sport plu 10 free text 20 photo messag repli ye term appli,1
1545,complet degre use join financ,0
1546,good afternoon love job prospect miss lazi bleak hmmm happi fill love,0
1547,shant disturb u anymor jia,0
1548,bishan lar nearer need buy earli co buy got ta park car,0
1549,dont know oh,0
1550,dude sux snake got old raiden got buff,0
1551,say hi get ass back south tampa prefer kegger,0
1552,e msg ju u said thank gift,0
1553,u,0
1554,ok dear call chechi,0
1555,yeah tote u wan na,0
1556,ok found di pierr cardin one look normal cost 20 sale,0
1557,good sleep rhythm person establish rhythm bodi learn use want know,0
1558,wat r u,0
1559,messag truro hospit ext phone phone side,0
1560,singl line big mean miss anyth 4 ur best life miss ur best life anyth gud nyt,0
1561,got ga money chanc gang want go grand natur adventur,0
1562,dnt worri use ice piec cloth take 2 tablet,0
1563,dude saw park car sunroof pop sux,0
1564,get readi put excel sub face,0
1565,tmrw im finish 9 door,0
1566,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blank,0
1567,late,0
1568,whatev im pretti piss,0
1569,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,0
1570,dont much imag class,0
1571,got rumour go buy apart chennai,0
1572,near kalainar tv,0
1573,ur current 500 pound maxim ur send go 86688 cc 08718720201,1
1574,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021,1
1575,si catch e show e afternoon watch w c u wan 2 watch today tmr lor,0
1576,sound gd haha wah u yan jiu fast liao,0
1577,nosi guess idk react freak,0
1578,rememb hurt day satan impost pay price destini keep go u said pray get mind get,0
1579,make girl happi difficult make girl happi u need friend companion lover chef lt gt good listen lt gt organ lt gt good boyfriend lt gt clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam,0
1580,princess bet brotha chase,0
1581,shall book chez jule half eight ok,0
1582,hhahhaahahah rofl wtf nig leonardo room someth,0
1583,yep derek hous see sunday lt 3,0
1584,cool let know kick around lt gt day,0
1585,sorri call later,0
1586,wonder would okay call uncl john let know thing nigeria r lt gt dollar 2year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like,0
1587,charg transfer charg withdraw anyhow like,0
1588,dont search love let love find that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl,0
1589,let go bill miller,0
1590,love set soul fire spark flame big rawr flame xoxo,0
1591,somewhr someon sure made 4 god decid perfect time make u meet dat person till den enjoy ur crush,0
1592,honeymoon outfit,0
1593,help propos go back tomorrow,0
1594,privat 2003 account statement show 800 point call 08719899230 identifi code 41685 expir,1
1595,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,0
1596,pl confirm time collect chequ,0
1597,regist subscrib yr draw 4 gift voucher b enter receipt correct an next olymp txt an 80062,1
1598,urgent mobil number award prize guarante call 09061790121 land line claim valid 12hr 150ppm,1
1599,daddi take good care,0
1600,yeah probabl still got ta check leo,0
1601,special,0
1602,carlo take sweet time usual let know patti smoke tell haul ass,0
1603,ok noth problem,0
1604,heard job go wildlif talk tonight u want2com that2worzel wizzl whatev,0
1605,god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaid friend 4u,0
1606,came hostel,0
1607,ok prob come lunch,0
1608,ju tell u dat b leav 4 shanghai 21st instead haf time 2 meet cya,0
1609,freez home yet rememb kiss mom morn love think miss yet,0
1610,readi big day tomorrow,0
1611,probabl around mu lot,0
1612,645,0
1613,pro video club need help info call 08701237397 must club credit redeem enjoy,1
1614,thnx dude u guy 2nite,0
1615,sef dey laugh meanwhil darl anji,0
1616,mm food da,0
1617,k make sens btw carlo difficult guy gon na smoke go pick second batch get ga,0
1618,u download fring app,0
1619,2 oz guy kinda flaki one friend interest pick lt gt worth tonight possibl,0
1620,friend u stay fb chat,0
1621,fuck babe miss sooooo much wish sleep bed lone go sleep dream love,0
1622,live simpl love also simpl laugh simpl win tooo simpl difficult gud nte,0
1623,u secret admir look 2 make contact r reveal think ur 09058094599,1
1624,ah well confus thing,0
1625,500 free text msg text ok 80488 credit account,1
1626,hi dear call urgnt know what problem want work problem least tell wate repli,0
1627,dear ok,0
1628,select stay 1 250 top british hotel noth holiday worth claim call london bx 526 sw73ss,1
1629,ye princess want make happi,0
1630,sound like mani talent would like go dinner date next week,0
1631,go film 2day da 6pm sorri da,0
1632,watch movi alreadi xy want 2 shop shop w,0
1633,hello littl parti anim thought buzz friend grin remind love send naughti ador kiss,0
1634,yesterday go home,0
1635,eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight pobox36504w45wq 150p,1
1636,come life brought sun shini warm heart put constant smile face make feel love care,0
1637,shit surpris went spent even french guy met town fool around bit let fuck,0
1638,0a network allow compani bill sm respons supplier shop give guarante sell g,1
1639,great comedi cant stop laugh da,0
1640,freemsg feelin kinda lnli hope u like 2 keep compani jst got cam mobi wan na c pic txt repli date 82242 msg150p 2rcv hlp 08712317606 stop 82242,1
1641,alright set text man,0
1642,hi keen go kind feel go tomo mind,0
1643,sleep nt feel well,0
1644,u switch fone dammit,0
1645,india take lead,0
1646,post l8r class,0
1647,tht wat wright brother fli,0
1648,even v good somewhat event laden fill worri head ok throat wreck see six,0
1649,u laugh realli loud u talk spontan u dont care other feel u probabl dear amp best friend goodeven dear,0
1650,laptop take,0
1651,dont file bag work call tell find anyth room,0
1652,wan earli lei outsid wun b home earli neva mind,0
1653,ur chanc win cash everi wk txt action c custcar 08712405022,1
1654,bugi juz wat walk home oredi ü late repli oso saw top dat like din buy r ü,0
1655,wish famili merri x ma happi new year advanc,0
1656,7 go ok na,0
1657,ye post coupl pic fb still snow outsid wake,0
1658,one good partnership go take lead,0
1659,rgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50,1
1660,yeah class,0
1661,send bec templ na,0
1662,come home class right need work shower,0
1663,hi ur lookin 4 sauci daytim fun wiv busti marri woman free next week chat 2 sort time 09099726429 janinexx,1
1664,mostli like,0
1665,ü v fan,0
1666,dunno co v late n reach insid alreadi ate spageddi lor e gal r laugh lor,0
1667,guess spent last night phase fourth dimens,0
1668,dad gon na call get work ask crazi question,0
1669,ye said,0
1670,hurt n meaning line ever compromis everyth love end love compromis everyth gud mornin,0
1671,lmao nice 1,0
1672,glad see repli,0
1673,urgent tri contact today draw show prize guarante call 09050001295 land line claim a21 valid 12hr,1
1674,monthli password wap use wap phone pc,1
1675,nah dub je still buff,0
1676,pain thought happi toughest thing earth toughest act happi unspoken pain insid,0
1677,yeah fine get ok,0
1678,lol u come idea,0
1679,mani peopl seem special first sight remain special till last sight maintain till life end sh ja,0
1680,today song dedic day song u dedic send ur valuabl frnd first rpli,0
1681,okay wait ah,0
1682,lei,0
1683,hi babe u r like bed im sorri tonight realli wan na see u tomorrow call love xxx,0
1684,alreadi squat new way walk,0
1685,want bold 2 bb torch,0
1686,cramp stop go back sleep,0
1687,today vodafon number end 0089 last four digit select receiv award number match pleas call 09063442151 claim award,1
1688,free top rington weekli 1st week subpoli 3 per,1
1689,nan sonathaya soladha boss,0
1690,bring tat cd forget,0
1691,sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr 82277 sp tyron,1
1692,know rape dude poker,0
1693,weightloss girl friend make load money ebay someth give thank god,0
1694,gr8 see messag r u leav congrat dear school wat r ur plan,0
1695,ü eatin later eatin wif fren lei ü go home first,0
1696,finish alreadi yar keep say mushi embarrass ok,0
1697,sorri man stash ran dri last night ca pick sunday,0
1698,hai priya right doctor said,0
1699,free msg sorri servic order 81303 could deliv suffici credit pleas top receiv servic,1
1700,ok,0
1701,pleas ask mummi call father,0
1702,come room come hous co hous still messi haha,0
1703,lost 10 kilo today,0
1704,tast fish curri,0
1705,might accid tookplac somewher ghodbandar rd traffic move slove plz slip amp worri,0
1706,yun ü wkg btw ü go nu sc ü wana specialis wad,0
1707,ye one woman man pleas tell like dislik bed,0
1708,test earlier appreci call tomorrow,0
1709,loverboy keep come queen hmmm ach speak miss despar,0
1710,u meet fren dun wan meet ah muz b guy rite,0
1711,promis though even gotten dinner yet,0
1712,got back dislik bed,0
1713,turn stereo love mi phone unknown album,0
1714,hard live 121 chat choos girl connect live call 09094646899 cheap chat uk biggest live servic vu bcm1896wc1n3xx,1
1715,yeah see,0
1716,ask u knw nt may ur frnd classmat,0
1717,sorri earlier put around talk 9 actual life lol,0
1718,wow boy r back take 2007 uk tour win vip ticket vip club txt club trackmarqu ltd info vipclub4u,1
1719,missionari hook doggi hook stand,0
1720,u better go sleep dun disturb u liao u wake msg lor,0
1721,fight world easi u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,0
1722,watch hous entertain get whole hugh lauri thing even stick inde especi stick,0
1723,thought prap meant anoth one goodo look tomorrow,0
1724,hi jon pete ive bin 2 spain recent hav sum dinero left bill said u ur rent mayb interest hav around tb jame,0
1725,bold 2 lt gt,0
1726,know shall speak lt gt minut,0
1727,alrit hunni wot u 2 2nite didnt end goin town ju da pub instead ju chillin da mo bedroom love jen xxx,0
1728,went project centr,0
1729,per request alaipayuth set callertun caller press 9 copi friend callertun,0
1730,lol yeah point guess,0
1731,project w fren lor,0
1732,lol well qualiti aint bad aint complain,0
1733,k happen tonight,0
1734,hi mandi sullivan call hotmix fm chosen receiv easter prize draw pleas telephon 09041940223 claim prize transfer someon els,1
1735,think go finn come,0
1736,tire special,0
1737,come tomorrow di,0
1738,cant pick phone right pl send messag,0
1739,k go sleep well take rest,0
1740,u guy never invit anywher,0
1741,ur go 2 bahama callfreefon 08081560665 speak live oper claim either bahama cruis cash opt txt x 07786200117,1
1742,want pleas insid outsid bedroom,0
1743,ey calm downon theacus itxt u co iwana know wotu r doin haventcn u age ring ur up4 neth j xxx,0
1744,love wine dine ladi,0
1745,someon conact date servic enter phone fanci find call landlin pobox12n146tf15,1
1746,cool ta luv 2 caus doin load plan wk got social servic inspect nurseri take care spk sn x,0
1747,know account detail ask mom send mom reach,0
1748,think u wrong number,0
1749,feel alway happi slowli becom habit amp final becom part life follow happi morn amp happi day,0
1750,b late love mum,0
1751,got mail panren paru,0
1752,think chuckin ur red green n black trainner 2 save carryin bac train,0
1753,give one miss number pleas,0
1754,ju came back fr lunch wif si u leh,0
1755,schedul next week town weekend,0
1756,realli good dhanush rock,0
1757,lmao ok wont need u hair anymor,0
1758,miss ya need ya want ya love ya,0
1759,sorri free,0
1760,u ever get song stuck head reason wo go away til u listen like 5 time,0
1761,nt yet chikku simpl habba hw abt u,0
1762,got ur mail muchand look forward lot support less contact rememb one venugop late shall tri come till dear,0
1763,sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl,0
1764,joy father john john name joy father mandan,0
1765,hi 07734396839 ibh custom loyalti offer new nokia6600 mobil txtauction txt word start get 4t,1
1766,hi yiju regard 3230 textbook intro algorithm second edit sell 50,0
1767,sm auction nokia 7250i get win free auction take part send nokia 86021,1
1768,k want us come,0
1769,littl difficult simpl way enter place,0
1770,ha us e thing got tv 2 watch u thk 2 go tonight u alreadi haf smth mind,0
1771,dont show far put new pictur facebook,0
1772,watch tv got new job,0
1773,good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador,0
1774,come whatev want,0
1775,ok chikku 1 favourit song,0
1776,u see post facebook,0
1777,call freephon 0800 542 0578,1
1778,buy space invad 4 chanc 2 win orig arcad game consol press 0 game arcad std wap charg see 4 term set purchas,1
1779,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear,0
1780,loan purpos homeown tenant welcom previous refus still help call free 0800 1956669 text back,1
1781,big brother alert comput select u 10k cash 150 voucher call ntt po box cro1327 bt landlin cost 150ppm mobil vari,1
1782,oh well c u later,0
1783,uncl atlanta wish guy great semest,0
1784,dear free messag without recharg hi hi hi,0
1785,dont search love let love find that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl,0
1786,dun believ thk u told,0
1787,know god creat gap finger one made come amp fill gap hold hand love,0
1788,ye sura sun tv lol,0
1789,arun u transfr amt,0
1790,takin shower yeah leav done,0
1791,work eye philosophi text u later bit free chat,0
1792,u lost ill alway b intend 2 hurt u never knew u felt itried2tel careabout u,0
1793,win winner foley ipod excit prize soon keep eye ur mobil visit,1
1794,bad girl still rememb,0
1795,much gave morn,0
1796,hope alright babe worri might felt bit despar learn job fake wait come back love,0
1797,hey tell blake address carlo want meet got lost answer phone,0
1798,get opinion someth first,0
1799,one week leav put know time,0
1800,hit move,0
1801,excel spent lt gt year air forc iraq afghanistan stabl honest like travel,0
1802,wan na watch movi,0
1803,ok lor thanx ü school,0
1804,class get text,0
1805,bu leav lt gt,0
1806,god good sleep dear pray,0
1807,today voda number end 1225 select receiv match pleas call 08712300220 quot claim code 3100 standard rate app,1
1808,nice day today love dearli,0
1809,aiyo bit pai seh ü noe scare dun rem die hee becom better lookin oredi leh,0
1810,aight ask roommat,0
1811,what hous beer,0
1812,ü wan 2 meet n combin part da rest da project go,0
1813,get ticket 4 walsal tue 6 th march mate get sat ill pay treat want 2 go txt bak,0
1814,ye chat,0
1815,hi jess dont know work call u im home eve xxx,0
1816,sian aft meet supervisor got work 2 liao u work,0
1817,go write ccna exam week,0
1818,well watch shrek 3d b,0
1819,much dirti fellow,0
1820,dunno dat wat told ok lor,0
1821,probabl tomorrow even later tonight someth go,0
1822,could say die man feel sad go want know would probabl gone late night,0
1823,think lift one,0
1824,u dun wan u dun like alreadi ah wat u still eat,0
1825,sent ur email id soon,0
1826,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,0
1827,dude teresa hope okay didnt hear peopl call receiv packag sinc dec lt gt thot like know fantast year best read plu realli realli bam first aid usml work done,0
1828,hey gorgeou man work mobil number good one babe squishi mwah,0
1829,may call later pl,0
1830,hottest pic straight phone see get wet want xx text pic 89555 txt cost 150p textoper g696ga 18 xxx,1
1831,way stay oh,0
1832,thanx take call got job start monday,0
1833,time ur flight tmr,0
1834,come,0
1835,rather promin bite mark right cheek,0
1836,septemb,0
1837,wet right,0
1838,husband,0
1839,hack chat get backdoor entri 121 chat room fraction cost repli neo69 call 09050280520 subscrib 25p pm dp bcm box 8027 ldn wc1n3xx,1
1840,norm tomorrow finish co st test need sort librari stuff point tomo got letter today access til end march better get move,0
1841,yeah got list u joanna feel realli anti social,0
1842,offic na,0
1843,comingdown later,0
1844,super da good replac murali,0
1845,da good good unsold,0
1846,hi u want join st later meet five call u class,0
1847,engalnd telli decid wo let watch mia elliot kiss damn,0
1848,free nokia motorola upto 12mth linerent 500 free min free call mobileupd8 08001950382 call,1
1849,dont want hear philosophi say happen,0
1850,got job wipro get everi thing life 2 3 year,0
1851,cant get da laptop matric card wif ü lei,0
1852,dunno da next show aft 6 toa payoh got 650,0
1853,2nd time tri 2 contact u 750 pound prize 2 claim easi call 08718726970 10p per min,1
1854,made payment dont much sorri would want fedex way,0
1855,play one day last year know even though good team like india,0
1856,girl wait recept ah,0
1857,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl,0
1858,hate turn fun shop trip annoy day everyth would look hous,0
1859,sir wait call,0
1860,want come onlin,0
1861,could work reach consensu next meet,0
1862,aiyah wait lor u entertain hee,0
1863,last thing ever want hurt think would laugh embarass delet tag keep go far knew even fact even felt like would hurt show realli know messi wednesday bad problem time clean choos skype take pictur sleep want go mind thing make bed throw laundri top ca friend hous embarass underwear bra strewn bed pillow floor someth els use good least make bed,0
1864,let know kick,0
1865,call ok said call,0
1866,call number avail appoint ask connect call wahe fathima,0
1867,ü go buy wif meet ü later,0
1868,mmmm fuck fair know weak grin push knee expos belli pull head forget know wick smile,0
1869,today system sh get well also deep well,0
1870,mom want know,0
1871,aight text back,0
1872,dont know support ass srt thnk think ps3 play usb,0
1873,oh ok didnt know meant yep babi jontin,0
1874,guarante cash claim yr prize call custom servic repres,1
1875,would like see xxx pic hot nearli ban uk,1
1876,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info,1
1877,watch tv got new job,0
1878,pen thing beyond joke wont biro master ca ever,0
1879,parti alex nichol,0
1880,u secret admir look 2 make contact r reveal think ur 09058094594,1
1881,see miss call dear brother gr8 day,0
1882,ok ü finish soon,0
1883,sorri ca help,0
1884,come slave go shell unconsci avoid make unhappi,0
1885,love ass enjoy doggi style,0
1886,think ask gym excus lazi peopl jog,0
1887,dear 0776xxxxxxx u invit xchat final attempt contact u txt chat 86688 ldn 18yr,1
1888,urgent pleas call 09061743811 landlin abta complimentari 4 tenerif holiday cash await collect sae cs box 326 cw25wx 150ppm,1
1889,way home long dri spell season would,0
1890,got ta collect da car 6 lei,0
1891,ok knacker came home went sleep good full time work lark,0
1892,probabl earlier station think,0
1893,call 09090900040 listen extrem dirti live chat go offic right total privaci one know sic listen 60p min,1
1894,good morn plz call sir,0
1895,freemsg hey u got 1 fone repli wild txt ill send u pic hurri im bore work xxx 18 stop2stop,1
1896,uh head much left,0
1897,tot u outsid co darren say u come shop cours nice wat ju went sim lim look mp3 player,0
1898,aight sound good want come,0
1899,wat would u like 4 ur birthday,0
1900,love work home,0
1901,miss vday parachut doubl coin u must know well,0
1902,sorri call later,0
1903,sister got place birla soft da,0
1904,free entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail,1
1905,wah oki oki muz make use e unlimit haha,0
1906,peopl mu tabl lambda,0
1907,stop old man get build snowman snow angel snowbal fight,0
1908,ello babe u ok,0
1909,hello beauti r u ok kinda ad row wiv walk pub want night wiv u miss u,0
1910,u go ikea str aft dat,0
1911,becoz lt gt jan whn al post ofic holiday cn go fr post ofic got duffer,0
1912,lol grr mom take forev prescript pharmaci like 2 minut away ugh,0
1913,real tho suck ca even cook whole electr hungri,0
1914,want go,0
1915,new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod txt one name 89693 08715500022 rpl stop 2 cnl,1
1916,time month mid time,0
1917,fffff text kadeem far gone,0
1918,leav yet ok lor go elsewher n eat u thk,0
1919,fujitsu seri lifebook good,0
1920,yar want 2 scold u yest late alreadi got zhong se qing u ask b4 ask go w u lor n u still act real,0
1921,dont know bring food,0
1922,current food alon also,0
1923,sch fr dun haf da book sch home,0
1924,hello go villag pub 8 either come accordingli ok,0
1925,ok,0
1926,call like lt gt time oh give us hypertens oh,0
1927,dont give monkey wot think certainli mind friend mine sleep wiv wud annoyin,0
1928,omg could snow tonit,0
1929,call 08702490080 tell u 2 call 09066358152 claim prize u 2 enter ur mobil person detail prompt care,1
1930,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod cash everi wk txt vpod 81303 ts cs custcar 08712405020,1
1931,carri disturb,0
1932,pa tell went bath,0
1933,ju finish avatar nigro,0
1934,r u scratch,0
1935,hope great day,0
1936,either idea know anyplac someth,0
1937,plan usual stop find hella weed smoke hella weed,0
1938,fact clean show know upset prioriti constantli want need,0
1939,excel readi moan scream ecstasi,0
1940,peopl dog area call 09090204448 join like mind guy arrang 1 1 even minapn ls278bb,1
1941,dude avatar 3d imp one point thought actual fli room almost tri hittng one reflex,0
1942,well done 4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min,1
1943,k k cant come search job,0
1944,got lousi sleep kept wake everi 2 hour see cat want come worri cold,0
1945,yeah leav coupl minut amp let know get mu,0
1946,ü call make sure dat woken,0
1947,hey go jazz power yoga hip hop kb yogasana,0
1948,batteri mr adewal uncl aka egbon,0
1949,cant pick phone right pl send messag,0
1950,wait 2 min stand bu stop,0
1951,oh ic thought meant mari jane,0
1952,haha realli oh deduct lesson tmr,0
1953,nah im goin 2 wrk j wot bout u,0
1954,eat shit wait ur monkey face bitch u asshol,0
1955,good night go sleep,0
1956,aight grab someth eat text back mu,0
1957,k k cant come search job,0
1958,take someth pain move howev side next 6hr see doctor,0
1959,lol oh babe wont slide place midnight thank invit,0
1960,howz person stori,0
1961,guess somebodi know secretli fanci wan na find give us call 09065394973 landlin datebox1282essexcm61xn 18,1
1962,lol would awesom payback,0
1963,500 free text messag valid 31 decemb 2005,1
1964,ye complet form clark also utter wast,0
1965,honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke,0
1966,thank tesco quit nice gone speak soon,0
1967,featheri bowa someth guy know,0
1968,even cant close eye vava play umma,0
1969,2 laptop noe infra slow lar wan fast one,0
1970,guarante award even cashto claim ur award call free 08000407165 2 stop getstop 88222 php,1
1971,nvm ok,0
1972,enjoy ur life good night,0
1973,ye meet town co go gep home could text bu stop worri finish march ish,0
1974,askd u question hour answer,0
1975,that cool cum,0
1976,delhi chennai still silent,0
1977,lol alright thinkin haha,0
1978,repli win weekli 2006 fifa world cup held send stop 87239 end servic,1
1979,boat still mom check yo half nake,0
1980,shhhhh nobodi suppos know,0
1981,sorri call later,0
1982,sorri call later meet thing relat trade pleas call arul lt gt,0
1983,hey late amk need drink tea coffe,0
1984,wnt buy bmw car urgent vri hv shortag lt gt sourc arng di amt lt gt lac that prob,0
1985,urgent pleas call 09061743810 landlin abta complimentari 4 tenerif holiday 5000 cash await collect sae cs box 326 cw25wx 150 ppm,1
1986,length e e top shorter n got fring thk go liao lazi dun wan 2 distract u also,0
1987,antha num corrct dane,0
1988,call messag miss call,0
1989,sorri call later,0
1990,basket gettin full might tonight,0
1991,hi darlin ive got back realli nice night thank much lift see u tomorrow xxx,0
1992,valentin huh proof fb page ugh glad realli watch rupaul show tool,0
1993,free tone hope enjoy new content text stop 61610 unsubscrib provid,1
1994,eh den sat u book e kb liao huh,0
1995,practis curtsey,0
1996,shall come get pickl,0
1997,lol boo hope laugh,0
1998,yeh def up4 someth sat got payed2day havbeen given pay rise 4mi work havebeen made 2i feelingood luv,0
1999,well leav class babe never came back hope nice sleep love,0
2000,lmao fish memori need,0
2001,b go 2 sch mon si need 2 take smth,0
2002,idea soon get convert live,0
2003,themob yo yo come new select hot download member get free click open next link sent ur fone,1
2004,india go draw seri mani year south african soil,0
2005,goodmorn today late lt decim gt min,0
2006,ca take major role commun outreach rock mel,0
2007,shop lor rain mah hard 2 leav orchard,0
2008,hi birth 8lb 7oz mother babi brilliantli,0
2009,see forward messag proof,0
2010,ca keep go never intent run choos rather keep room clean say visitor mayb best choic ye want embarass mayb feel feel friend want drop buy say happen morn tri everyth know els,0
2011,dunno lei thk mum lazi go neva ask yet,0
2012,whatev want know rule talk earlier week start happen show respons yet everi week bend rule way way whatev tire thia argument everi week lt gt movi doesnt inlud preview still get 1,0
2013,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn,0
2014,great news call freefon 08006344447 claim guarante cash gift speak live oper,1
2015,ambrith madurai met u arun dha marrg remembr,0
2016,read shame tell take run blame u 4 ever realli 4 ever long time,0
2017,princess kitti shave natur,0
2018,better bb wont use wife doctor,0
2019,ya came ago,0
2020,tomorrow onward eve 6 3 work,0
2021,anyth lor toa payoh got place 2 walk meh,0
2022,anybodi number still thought tact way ask alex,0
2023,u win music gift voucher everi week start txt word draw 87066 tsc,1
2024,movi theatr go watch unlimit movi pay,0
2025,u lunch alon bore,0
2026,ye obvious potato speak soon,0
2027,nah man car meant cram full peopl,0
2028,got new job bar airport satsgettin hour mean lie keep touch,0
2029,kalli readi bat 2nd inning,0
2030,thanx birthday alreadi,0
2031,ugh ca u apolog admit u wrong ask take u back,0
2032,noe la u wana pei bf oso rite k lor day den,0
2033,ye small kid boost secret energi,0
2034,im gon na miss u much,0
2035,avatar suppos subtoitl,0
2036,simpli sit watch match offic,0
2037,jot thing want rememb later,0
2038,oh sorri pleas,0
2039,hey go lo lesson gym,0
2040,dont pack buy cereal must pack food pack gari someth 9ja miss,0
2041,alway make thing bigger,0
2042,ü dun wan watch infern affair,0
2043,wake 4 afternoon sup,0
2044,4mth half price orang line rental latest camera phone 4 free phone 11mth call mobilesdirect free 08000938767 updat or2stoptxt,1
2045,send pic like,0
2046,okay book alreadi includ one bugi,0
2047,aight fuck get later,0
2048,de call time ill tell k,0
2049,dont use hook,0
2050,much blackberri bold2 nigeria,0
2051,hi home calicut,0
2052,hey darlin pick u colleg u tell wen 2 mt love pete xx,0
2053,call 09094100151 use ur min call cast mob vari servic provid aom aom box61 m60 1er u stop age,1
2054,oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb oki lor u call readi,0
2055,late need go n get da laptop,0
2056,sir wait mail,0
2057,charg mobil get morn,0
2058,noth got msg frm tht unknown,0
2059,ugh fuck resub eve,0
2060,see shadow get earli spring yay,0
2061,one slice one breadstick lol,0
2062,hey want crave miss need love ahmad saeed al hallaq,0
2063,train tomorrow,0
2064,urgent mobil bonu caller prize 2nd attempt reach call 09066362220 asap box97n7qp 150ppm,1
2065,pass di ur contact n see wat u get red luv wid blue u put smile face purpl u r reali hot pink u r swt orang thnk lyk green reali wana go wid yelow wnt u bck black jealou brown miss nw plz giv one color,0
2066,co daddi arrang time c wat time fetch ü mah,0
2067,eldest know,0
2068,say hi drugdeal,0
2069,hard believ thing like say lie think twice say anyth,0
2070,eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight pobox36504w45wq 150p,1
2071,sexi singl wait text age follow gender wither f gay men text age follow,1
2072,good night dear sleepwel amp take care,0
2073,wondarful song,0
2074,freemsg claim ur 250 sm ok 84025 use web2mobil 2 ur mate etc join c box139 la32wu 16 remov txtx stop,1
2075,yar lor actual quit fast co da ge slow wat haha,0
2076,must come later normal bath da afternoon mah,0
2077,trust even,0
2078,hey goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bu home he sweet latelyxxx,0
2079,85233 free rington repli real,1
2080,take like noon,0
2081,open mca,0
2082,aight wat happen side,0
2083,done oredi,0
2084,sweet well princess pleas tell like dislik bed,0
2085,wish great semest,0
2086,moji love word rich day,0
2087,dude like buff wind,0
2088,alright babe justthought sayhey u doin nearli endof wk offdam nevamind 2hook sn uwant m8 lovejen x,0
2089,well done england get offici poli rington colour flag yer mobil text tone flag 84199 txt eng stop box39822 w111wx,1
2090,ca give everyth want need actual could better yor got money ca get work ca get man ca pay rent ca even fill fuck ga tank ye stress depress even call home thanksgiv cuz tell noth,0
2091,kalli wont play first two odi,0
2092,get cash togeth text jason,0
2093,oh love soooo good hear omg miss much today sorri problem provid thank tming,0
